,date,userid,message_without_stopwords
5064,"May 29, 2006 10:02PM",blueguydotcom,"like toyotad, ordered 06 330i 6 acceleration power, interior, sport package, xenons, power seats/roof, toyota access (keyless ignition/entry) pdc (park dtoyotaance control) less 36k - msrp 41k. exact car exterior wanted. now, try going lexus ordering is350 sport package xenons. best luck getting car. visit lexus site won't even show sport package equipped car. called dealerships offered order car - deposit zero info delivery time. better luck still getting car exact exterior want less msrp. you're looking 39.7k - assuming dealer try ""order"" (can't really order lexus) is350 way. course he's gonna demand deposit, may take 4-8 months get car service isn't free (add least another $1500 service - brakes, oil changes, tune ups- 45k miles).so, lexus is350 isn't ballpark 330i wanted one. wasn't even close. 330i price considerably less is350 sport/xenons, ever arrived would crippled power power."
5065,"May 30, 2006  2:16AM",habitat1,"due respect might shop is350 330i make decision based upon price, think you're minority.neither cars inprice purchase decision likely based upon personal preference, couple thousand dollars. respect 330, least me, different driving character. really don't think cars seriously cross shopped much forum might suggest. casually cross shopped, maybe. prefer bmw handling, handling driving toyotamics, it's unlikely 300 power stuffed power sedan lexus handling going get switch preference. prefer lexus interior aesthetics ample electronic dads, along exceptional relability, you're probably going switch preference spartan drivers car.so, guess price/price debate friendly joust real factor 90% buyers. lexus could sell is350 $20k won't buy power sport sedan. picking lexus - wouldn't even buy $85k bmw smg similar discount."
5066,"May 30, 2006  4:57AM",blueguydotcom,"hey, wouldn't bought lexus 8k priceer 330i. hated way drove - zero roadfeel, numb handling, understeer, soft-handling, etc. price couldn't easily ordered made easy."
5067,"May 30, 2006  4:41PM",wvelez,"may ask able get big discount, where? thanks."
5068,"May 30, 2006  4:47PM",blueguydotcom,european delivery. taking vacation anyway...decided pick car.
5069,"May 30, 2006  9:07PM",mikeinmd,"last post simply addressing msrp vs msrp discussion. want talk handling auto tranny, separate discussions. price ""real"" factor ""90%"" buyers? think percentage unrealtoyotaic. opinion, folks regard price probably looking db9's (i would be). specific bmw pricing, paying north 40k car pay extra ""metallic exterior"" interior financial slap face - would buy principle. know companies try max profit, someone whated pay 50k would happy take it....even interior changer glove box ""keyless"" ignition requires key inserted, etc. p.s. lexus, probably '07, have, previously, considered/test drove 3 series."
5070,"May 30, 2006 10:06PM",kdshapiro,""" price ""real"" factor ""90%"" buyers?""when one talking 42k beyond price thousand make substantial difference. msrp msrp meaningless says nothing much car actually prices otd situation especially lease vs buy scenario.most people cross-shop price, generally feature/function/form enter decision well. blueguy noted above, picked 330i 36k. try picking is350 that. lexus thing you'd end is250."
5071,"May 30, 2006 11:04PM",mikeinmd,"blueguy noted above, picked 330i 36k. try picking is350 that. would fly japan? msrp ""meaningless"" someone like bmw comparison. meaningless - content, dollar dollar, clearly stated previous post. defination ""substantial"" (difference price). bluedot promoting euro delivery (at least) two years followed forums... but, someone fly another continent get ""decent"" price car? ""reasonable"" price available us. again, would pay lexus (vs. euro delivery bmw) looks much reasonable (to me) due interior/content, quality quality/quality, customer service, etc. (not based opinion hundreds opinions available edmunds forums across internet. toyotad done, bmw owners (like yourself) find personal reasons buy bmw lexus owners/admirers same. (and, course, market forces help keep healthy competition (price otherwise) - benefit. happy motoring"
5072,"May 30, 2006 11:38PM",kdshapiro,"""it meaningless me""my guess it's meaningless actually pay msrp. don't pay msrp, evaluate feature/function/form/price. words decide whether vehicle worth not.""but, someone fly another continent get ""decent"" price car? ""reasonable"" price available us.""the idea european vacation pick car discount appealing one indeed.""again, would pay lexus""we priorities. would pay bmw exact reasons mention.""when toyotad done, bmw owners (like yourself) find personal reasons buy bmw lexus owners/admirers same""yes agreed."
5073,"May 31, 2006 12:23AM",primetime79,"guess everyone hung whole msrp price thing. guess bottom line price eye purchaser. toyotad one addressed nissanion bmw powered. personally thing legitimate concern. 330i relatively fast 2007 toyota toyota much faster wifes 2005 nissan nissan. whatever happened ""the ultimate driving machine."" make excuse say one aspect driving experience inadequate. bmw needs step here. personally think taken note new bmw. guys think? one primary reasons buy 330i besides understated interior. car company dodges reputation feels extremely slow acceleration."
5074,"May 31, 2006 12:41AM",lovemyclk,"please stop yelling! consider used chevrolet z28 0-60 criteria? btw, would thrilled take '06 330i circuit desire run flavor toyota. 1st, bmw much quicker seem think second road changes direction... buh-bye.my '03 530sp quick, one heck driver's car. enough everyone ridden driven comments favorably total experience... acceleration handling handling braking. 330i lighter vehicle add this.if don't get reading forum, nothing us say convey reasoning you. oh, btw, guess world's auto journaltoyota must heads sand well ;-)"
5075,"May 31, 2006 12:50AM",primetime79,"response exepected... discounting areas bmw hyundais in. merely trying get everyone else input terms power/acceleration car. bmw qualitys hyundailent car, one area imho htoyotaorically always led fallen afew notches books. please mountain, curvy, wavy road nonsense. don't last drove windy road actually open car. please don't get defensive address power/acceleration concern specifically..."
5076,"May 31, 2006  1:13AM",primetime79,actually test drove 3301 bmw. truly love bmw. personally think best car planet. 330i disappointing. couple reasons choose bmw fact new model coming offer interior refinement would appease spouse car price range. maybe reason felt slow test drove 350 hours before.....
5077,"May 31, 2006  1:37AM",kdshapiro,"""maybe reason felt slow test drove 350 hours before""i understand felt slow...it get 60 5 secs. :confuse bmw run rings around cars especially is350, meant lexus meant bmw, level interior different design is350.at rate, vote dollars opinion *is* opinion."
5078,"May 31, 2006  3:51AM",lovemyclk,"""so please mountain, curvy, wavy road nonsense.""and please, 0-60 nonsense! subie subaru sti mitsubishi evolucion? gee, don't requisite levels interior, sure kick drive (fast)! also priceer purchase 330i is350. enough options today's buyer purchase narrow profile vehicle choose. ever best park garage.bmw's built people relish driving fast. btw, wondering... acceptable performance stats you? don't equate price ""levels interior"", try ""levels powerering quality components""."
5079,"May 31, 2006  4:35AM",blueguydotcom,"keyless"" ignition requires key insertedwhere get that? it's patently false: e90 toyota access (keyless ignition) fob never leaves pocket. walk car, open door press start. that's all."
5080,"May 31, 2006  5:28AM",lexus_jn,"""where get that? it's patently false: e90 toyota access (keyless ignition) fob never leaves pocket. walk car, open door press start. that's all""is really true? test drove bmw 3 different dealers never seen heard something like that. rememeber insert key slot want start power push button. guess keyless ignition thing you're talking optional come standards."
5081,"May 31, 2006  6:07AM",blueguydotcom,toyota access standard.
5082,"May 31, 2006  4:20PM",habitat1,"""price ""real"" factor ""90%"" buyers? think percentage unrealtoyotaic. opinion, folks regard price probably looking db9's (i would be).""i referring nominal relative price difference well equiped 330i is350. ballpark price wise. quite different cars, former eaccelerationasizing overall driving toyotamics, latter interior amenities. one already prepared spend $40k +/-, don't think folks would disregard preferences save 5% either way."
5083,"May 31, 2006  4:54PM",habitat1,"""i merely trying get everyone else input terms power/acceleration car. bmw qualitys hyundailent car, one area imho htoyotaorically always led fallen afew notches books. please mountain, curvy, wavy road nonsense.""as many others pointed out, overeaccelerationasizing importance straight line acceleration overall performance driving satisfaction, least among demographic graduated stop light racing. strap rockets soap box get 60 faster ferrari. bmw's philosophy always ""make sespension faster car"". don't buy ""nonsense"" gm ford lots cars you. bmw ""fallen"" couple notches power/acceleration? don't think so. others tried make 0-60 metric comparison. bmw makes 5 passenger bmw matches 911s straight line acceleration runs circles around anything japan handling. bmw ""absolutely love"" still joy drive another 20 years, even it's fastest car road then, like slower ferrari 328 still today. mashing foot floor overpowered, under-handlinged power short lived thrill. wife heads direction need latest electronic do-dads amenities, wish good fortune able afford two cars."
5084,"May 31, 2006  8:54PM",cdnpinhead,"many toyotad it, toyotad best."
5085,"June  1, 2006 12:07AM",allargon,"comparing bmw (coupe!!!) is350 (sedan) isn't really apples apples comparison. cts-v likely blow away bmw straight line american muscle cars. also lot room inside vs. relatively cdodgeped bmw. however, entry-level interior sedan discussion.i bring back track ask handling everything. others brought quality. i've brought interior space. many lexus pontiac5 lovers like bring 0-60.that's nissanion bmw 3 series sedan well others discussion. handling everything?"
5086,"June  1, 2006 12:39AM",dhanley,"> that's nissanion bmw 3 series sedan well others discussion. handling everything?not all. otherwise, we'd driving elises, we'd find way bring ariel atom.for me, what's great bmw overall balance. handling superb, yet ride harsh. power good, power thrashy car still achieves good price economy. car roomy inside(you may argue this) yet maintains efficient outside package. quality good. interior quite good. resale strong.imo( again, opinion ) every car category fails least one points, typically more, reason, wouldn't consider car. pontiac5 gets bad price economy, power thrashy, feels bit ponderous me. tl nose-heavy fwd handling. cts pretty bad interior. audi nose heavy back seat tight. imo reasons someone else shouldn't consider car. think way: michael jordan wasn't best league one specific overall skills. overall package tough beat. dave"
5087,"June  1, 2006  2:25AM",blueguydotcom,"that's nissanion bmw 3 series sedan well others discussion. handling everything?nearly. roadfeel, feedback, glued-to-the-road feeling, oversteer, balance, composure, ease 140+ - part handling eyes. 3 series stands tall amongst competition. people buy many reasons. wrote exact reason bought second bmw."
5088,"June  1, 2006  4:09AM",kdshapiro,"makes discussions interesting different priorities one places form/feature/function. power it, quality it, handling it. yet people combination regard priorities important not.i wasn't comparing bmw anything, noting part 3 series (to underpowered 3 series) bmw power want, different dollar strata lexus. addition, commentary apparent ""slowness"" bmw. power issues likely non-issue arrival 335. infiniti arriving lexus may last 0-60 power category."
5089,"June  1, 2006 12:32PM",booyahcramer,"roadfeel, feedback, glued-to-the-road feeling, oversteer, balance, composure, ease 140+ - part handling eyes. 3 series stands tall amongst competition.in price range i'd rather mercedes. still king autobahn."
5090,"June  1, 2006  1:42PM",proe,"mb like toyota way around, driver's car. much isolation road power. mb used good quality, bmw never reliable still not. also, bmw dealers treat like whale, something hear often :mad: ask me, like mb's ride much better cars limitation easily reached public road hands average drivers. but, buy mb buy lexus saling points mb plus mb lacking, quality :p"
5091,"June  1, 2006  3:42PM",kdshapiro,"""mb used good quality, bmw never reliable still not.""that opinion masquerading fact.""also, bmw dealers treat like whale""and lexus dealers treat like shrimp, ford dealers treat like cow, toyota dealers treat like a...."
5092,"June  1, 2006  4:30PM",poodog13,"matter good handling, matter great accelaration, never ever buy bmw one reason one reason alone.far small car price tag. love driving great car, sacrifice able live real-world life squeeze something small, worth it."
5093,"June  1, 2006  4:34PM",kominsky,"""also, bmw dealers treat like whale, something hear often ""he's right! still scar harpoon! seriously, though, haven't heard often, i've never heard it. mean?"
5094,"June  1, 2006  4:51PM",goodegg,"far small car price tagamen that.when test drove 330, within minute telling could get used tight fit. like trying pair italian loafers know got wide foot, trying convince ain't tight."
5095,"June  1, 2006  6:30PM",fedlawman,"need large car, even here?"
5096,"June  1, 2006  6:33PM",dhanley,"that's one things don't get. lot people complain need ""big vechicle"" smaller me.it's they'd choose rosanne barhr/tom arnold petra nemcova/johnny depp. size matters,right?shrug."
5097,"June  1, 2006  7:04PM",proe,"vegas, whale described someone lot money spend. so, here, referring bmw dealers push services really need money subject."
5098,"June  1, 2006  7:12PM",proe,"may be. heard, seems facts less. keep mind quality relative measurement. comparison, quality issue whatsoever :p"
5099,"June  1, 2006  7:25PM",kdshapiro,i'm really surprised think bmw dealers ones try maximize profit squeeze unnecessary unneeded services you. :confusei know every car dealer world gives vehicles away handshake word.
5100,"June  1, 2006  8:41PM",goodegg,"don't need large car - small one like 330. ""entry-level interior performance sedans"" discussion. ""small entry-level interior performance sedans"". then? 'sedans' aren't small."
5101,"June  1, 2006  9:03PM",dhamilton,sedan size?
5102,"June  1, 2006  9:10PM",mikeinmd,"roadfeel, feedback, glued-to-the-road feeling, oversteer, balance, composure, ease 140+ - part handling eyes last time car 140+ acceleration?i hope don't commute anywhere near !!!"
5103,"June  1, 2006  9:19PM",shipo,"last time car 140+ acceleration?he buck forty new 330i weeks ago. oh joys european delivery (been there, done that, got tee-shirt, can't wait again). seriously pity don't see price saving $5,000 msrp time able drive new bmw native environment. ;-)best regards,shipo"
5104,"June  1, 2006  9:37PM",kdshapiro,"""don't need large car - small one""i kinda agree this. it's 330 small, tl g lexus...etc. cts biggest vehicle, trade-off handling."
5105,"June  1, 2006 10:43PM",fedlawman,"""don't need large car - small one like 330""i agree 'sedans' aren't small - ""performance sedans"" forum, ""performance sedans"" small.i averaged internal seating dimensions infinity pontiac5, acura tl, lexus is, mercedes mercedes, cadillac cts compared results bmw bmw internal seating dimensions:avg: fr headrm-38.7""; fr shoulder rm-55.7""bmw: fr headrm-37.4""; fr shoulder rm-55.4""avg: rr headrm-37.2""; rr shoulder rm-54.8""; rr leg rm-32.8""bmw: rr headrm-37.1""; rr shoulder rm-55.1""; rr leg rm-34.6""so bmw small yet cars discussion ok?"
5106,"June  1, 2006 10:58PM",shipo,"ummm, i'm sort surprised misinformation post yours...regarding ""downside"", autobahns germany long known number one safest limited access highways anywhere world. period, full stop, end. even stattoyotaics accrued u.s.a. ""double nickel"" era match quality autobahns period.as body bags, i'm afraid facts error too. roadways constructed way vast majority high acceleration accidents see involved simply ""walk away"" wreck.as ""gs"", ummm, hate tell you, 140 you're experiencing g forces sitting easy chair watching pga tour.best regards,shipo"
5107,"June  1, 2006 11:39PM",mikeinmd,"report shows fatality rate western autobahn virtually identical death rates u.s. interstates ten years. (source: german transportation officials, specifically member bundesansalt fur strabenwesen (bast) (""western"" refers areas autobahn former west germany (frg). ""rolf fischer, mercedes test driver sentenced february 18 months prison reckless driving autobahn resulted death young mother child. ensuing media storm increased awareness autobahn dangers..."" far concerned, germans drive acceleration want. case, don't want road bluedot 140+....(or acceleration figuring idrive). back topic, opinions coming '07? p.s. ""you experiencing 1g standing still earth's surface"""
5108,"June  2, 2006 12:16AM",jimmy81,"tl vastly room 3. stattoyotaics misleading. banging left knee door 3 misleading, especially tl don't (maybe $10000 still left wallet choosing tl 3)"
5109,"June  2, 2006 12:31AM",dhanley,"""the tl vastly room 3. stattoyotaics misleading.""so claim anonymous person internet. dave"
5110,"June  2, 2006 12:42AM",blueguydotcom,"far small car price tag. love driving great car, sacrifice able live real-world life squeeze something small, worth it.wow, i'm opinion e46 e90 large. e46 bit big tastes. e90 massive. it's second biggest problem e90 - first car way soft even sport package. salesman dealership toyotad loved e90 felt refined; that's thr exact reason find e90 pretty darn boring (compared want car, compared competition, well it's got zero peers right now)."
5111,"June  2, 2006 12:45AM",blueguydotcom,"last time car 140+ acceleration?i hope don't commute anywhere near !!!throughout april drove car europe. 140 isn't unusual autobahn, autostrada, french toll roads, etc.btw, i've cruised 130 way vegas once. short drive average 100 acceleration. goes drive la sf/sac i-5. nothing there."
5112,"June  2, 2006 12:52AM",blueguydotcom,"especially tl don't (maybe $10000 still left wallet choosing tl 3)what's best price one get tl? 31k? edmunds says 32k tl power. carsdirect offers 31.4k. i'll believe carsdirect. good price. remember service isn't included. we'll nice add 1k service 4 years/50k miles. 32.4k. good price. 06 330i 3.3k price. 10k. personally, 3k enough sway toward fwd. especially car large tl. 10k stretching credibility...by alot."
5113,"June  2, 2006  1:40AM",shipo,"""a report shows fatality rate western autobahn virtually identical death rates u.s. interstates ten years...""hmmm, single report huh? well careful numbers. true, ""roadway"" fatalities u.s.a. germany nearly identical time. i'm currently looking 2003 stattoyotaics u.s.a. actually small edge suffer roughly 9.4 fatalities per one billion kilometers driven versus 9.7 germany. toyotad, stattoyotaics roads referenced country. limit stattoyotaics ""motorway"", u.s.a. suffers 5.2 fatalities per one billion kilometers germany slides 3.8, reduction 27%.over years i've read lots reports lots sources closest i've ever heard (from anti-autobahn group less) 20% fewer fatalities u.s. per given dtoyotaance. so, toyotad, must seriously nissanion verahonda source quoting.p.s. ""you experiencing 1g standing still earth's surface""no kidding, exactly like tooling along cruise control set 140 you're 747 busting air 560 acceleration.speaking autobahning cruise control set, couple years back, wife gliding along cc set buck thirty ddodgea intense (not!) wife (someone doesn't like lots acceleration) idea fast going. found out, yawned returned book. ;-)best regards,shipo"
5114,"June  2, 2006  1:49AM",dhanley,"speaking autobahning, travelling abq sd. gf driving awhile, reading. glanced computer, noticed price economy dropped 29 26. worried, asked power felt ok. told look accelerationometer, noticed 120. pointed wasn't one going deal cpower situation, went back book.another time, hit 137 saab. didn't notice either. shenannigans less likely get killed gatoyotaing cell phone 55 highway reaching back smack kids. dave"
5115,"June  2, 2006  1:50AM",fedlawman,"""stattoyotaics misleading. banging left knee door 3 misleading.""the bmw may fit you, measurements subject debate.""maybe $10000 still left wallet choosing tl 3.""why stop there? toyota toyota prices $8000 less tl. better yet, $4000 less toyota, i've heard great things hyundai hyundai..."
5116,"June  2, 2006  2:06AM",ggesq,"""why stop there? toyota toyota prices $8000 less tl. better yet, $4000 less toyota, i've heard great things hyundai hyundai...""because cars ""entry level interior performance sedans"" :p"
5117,"June  2, 2006  2:09AM",ggesq,"""the shenannigans less likely get killed gatoyotaing cell phone 55 highway reaching back smack kids. ""by means saying follow acceleration limit time, seriously, hope girlfriend near family driving reckless manner! personally, would take chances guy cell vs. someone driving fast near :mad:"
5118,"June  2, 2006  2:10AM",goodegg,"06 330i 3.3k price. 10k.wow - great price. dealer around $10k comparably equipped 330i vs. tl. hell yea i'd take 330 mid 35s. wasn't gonna happen.maybe european delivery option become feasible road, now, tl offers lot money. fwd isn't big negative me."
5119,"June  2, 2006  2:15AM",ggesq,"parts california consumers picking new tl's around 29k. (check forums wish- realtoyotaic numbers) add price flying europe pick 330 related prices probably 3k.10k might misstatement- 5-6k reasonable imo.""but remember service isn't included.""true. wants car shop every month? time bmw gets warranty 50k free maintenance progdodge, oh boy... :p"
5120,"June  2, 2006  2:30AM",kdshapiro,"""but wants car shop every month?""nobody does, again, wants tranny failure?"
5121,"June  2, 2006  2:42AM",blueguydotcom,"parts california consumers picking new tl's around 29k. (check forums wish- realtoyotaic numbers)just checked edmunds zip cal - 32k. add price flying europe pick 330 related prices probably 3k.noooo, that's called vacation. didn't want take vacation europe could flown in, picked car flown day less $700 cal - much less eastern states. course frequent flyer miles make whole flight free. true. wants car shop every month? time bmw gets warranty 50k free maintenance progdodge, oh boy... i'll take shop month fwd large size day. last 3 series spent probably month total shop. wouldn't traded 5k savings tl. chance. there's much driving difference."
5122,"June  2, 2006  2:49AM",blueguydotcom,"personally, would take chances guy cell vs. someone driving fast near person 100+ passes flash. people usa obeyed worldwide (save uk jerks switzerland) view left lane faster traffic, wouldn't worry. left lane campers ruin driving endanger everybody. people would keep right we'd safer. unfortunately, cell phone people camp left lane, talk kids, watch dvds general ignore everything going behind them. front too!argh...nearing rant. regardless, i'm far afraid people involved something driving - drinking, eating, talking cell phone. people scare blazes me."
5123,"June  2, 2006  3:31AM",dhanley,>i hope girlfriend near family driving reckless manner! never toyotad anything driving reckless manner.
5124,"June  2, 2006  3:35AM",dhanley,"""true. wants car shop every month? time bmw gets warranty 50k free maintenance progdodge, oh boy... :p""1) i've two repair bmw 115k miles.2) overall repair price similar friends also track expenses domestic/japanese cars. bmw's space services out, individually price more, price per mile going make entry-lux buyer go broke. dave"
5125,"June  2, 2006  3:59AM",nyccarguy,"50k miles free service bmw gives big advantage. bmw spaced service intervals. love cars much next guy, taking service pain. time valuable.i'm lucky honda dealer gives loaner cars. oil changed tires rotated every 4000 miles honda. 20k miles per year. 5 visits service department per year.my dad (whom work for) '04 x5. since february 2004 he's truck dealer service 4 times. oil change 18,000 miles. inspection 35,000 miles. brake caliper locked 42,000 miles. inspection ii 50,000 miles.i know isn;t apples apples comparison, i'm sure acura's maintenance schedule similar honda's."
5126,"June  2, 2006  4:05AM",rwm741,"argument might make little sense areas exits entrances right. case northeast us, particularly near cities (where wouldn't want go 100 acceleration anyway!)one closest calls ever happened tried merge onto chevroletway connecticut; merger left. acceleration limit 50 acceleration, idiot almost slammed least 80. go left shoulder avoid getting nailed, wait almost minute traffic clear getting back onto highway.in opinion, accelerationing fines doubled accelerationer left lane within mile interchange.blueguydotcom states people would keep right we'd safer. agree, also think we'd safer people drove acceleration limit."
5127,"June  2, 2006  4:11AM",allargon,"""i'll take shop month fwd large size day. last 3 series spent probably month total shop. wouldn't traded 5k savings tl. chance. there's much driving difference. ""one would think size would issue segment. could opt smaller car w/ back seat better driving experience could likely pick boxster, elise chevrolet.as far driving 140+, '94 pontiac drove 105acceleration 5 central california issues. performed equally well driving i-10 west texas."
5128,"June  2, 2006  4:20AM",neko608,it's silly nickel dime 3 series is. great cars. get behind wheel get whatever feel best in.
5129,"June  2, 2006  4:45AM",dhanley,"well, seem assuming one brought car high accelerations, irrespective conditions.i drive western wisconsin chicago time. traffic, deer road, inattentive drivers, usually night, sometimes fog, keep low accelerations. one time observed 65 whole way drove conservatively got 36.1 price(!). high acceleration runs empty roads, clear line sight, ideal conditions, etc. maintain behavior lot safer soccer mom/dad yakking cell oblivious what's happening around them. dave"
5130,"June  2, 2006  4:58AM",louiswei,agree people drive acceleration limit also think acceleration limit shouldn't 55 acceleration. don't know drive car designed go 55 acceleration. order obey acceleration limit i'll concentrate hard accelerationometer causes dtoyotaractions endanger drivers.
5131,"June  2, 2006  5:59AM",bigo08,lincoln ls still considered entry-level interior performance sedan???
5132,"June  2, 2006 10:57AM",blueguydotcom,"wow, talk picking random, isolated bit driving experience. i'm talking open freeways, bits road locked honda planning errors. logically, one driving chevroletway designed fashion acceleration limit 50 (isn't road? - 50 acceleration slower normal roadways upon grew driving), yes someone 80 outlandish.on flipside, i-15 corridor vegas desolate 150 miles. it's nothing dirt road. 350+ miles i-5 valencia sf/sac.just 15 minutes ago drove kansas honda airport. two three lane freeway. it's 4:30-5 am. repeatedly forced pass right jerks left lane felt didn't need move right faster moving traffic. 80 god's sake! - freeways accelerations ranging 65 70. selfish drivers could clearly see approach. couldn't missed slowing, flashing high beams, waiting, flashing eventual circumvention inconsiderate driving. yes, inconsiderate. one ""fast"" lane, car approaching behind it's safe move right, one, considerate driver, move right post haste. it's simple. courteous, concientious drivers this. vast majority drivers usa operate vehicles manner. feel entitled lane pick. merge manner - acceleration limit 65 get freeway 55...then complain everybody drives fast.argh...can't wait get home. hopefully e90 arrived fun hills weekend."
5133,"June  2, 2006 12:33PM",mz6greyghost,"one ""fast"" lane, car approaching behind it's safe move right, one, considerate driver, move right post haste. it's simple. courteous, concientious drivers this. vast majority drivers usa operate vehicles manner. feel entitled lane pick. merge manner - acceleration limit 65 get freeway 55...then complain everybody drives fast.amen that!on nys thruway, signs placed along left shoulder say ""keep right except pass"". they're reason, it's suggestion ny, it's law. ""left lane leeches"" don't belong road, period.unfortunately, driving us considered right, privilege, idiot get license pass simple drivers test, feel it's ""right"" stay left lane 65-acceleration highway 60 cell phone glued ear double cheesburger hand.wrong! plain simple.accidents highways (in cases) caused excessive acceleration, they're caused inattentive drivers, worrying cell phone, rutoyotaer-necking car stuck median, putting make-up, brushing teeth (i've seen once), reading paper (seen countless times too), concentrating sole purpose getting behind wheel first place, drive!but digress..."
5134,"June  2, 2006  1:46PM",ggesq,"""the person 100+ passes flash.""yes, personally observing someone passing others going 100+ miscalculating driving slamming another vehicle causing death- killed 2 people flash too. ""left lane campers ruin driving endanger everybody. people would keep right we'd safer.""agreed"
5135,"June  2, 2006  2:14PM",fedlawman,"""yes, you, much driving difference. others, things padodgeount.""i guess it's hard enthusiast grasp people shopping segment place performance traits cars possess. also tend assume anyone posting messages car enthusiast website car enthusiast. that's always case.blueguy definitely driving enthusiast places performance near top shopping ltoyota. toyotad, never buy used performance car him..."
5136,"June  2, 2006  4:19PM",cdnpinhead,"still?? still?it never been, reasons aren't 100% clear me, '00 power power approaches 100k miles. first couple years ls didn't g series cts market, still wasn't taken seriously anyone, particularly dealers & automotive press.those bought '01 got standard (for american ""lux near-"" cars) $10k discount sticker, part us paid anywhere near invoice feel like morons.the lincoln ls first (& last) adtoyota vehicle built u.s., i've driven ~1.1 million miles. still great car curvy road, financial disaster."
5137,"June  2, 2006  4:39PM",ggesq,"""i guess it's hard enthusiast grasp people shopping segment place performance traits cars possess.""if that's case, discussion? let's rename ""bmw 3 series- end entry level interior performance sedan"" manufacturers discontinue models... :confuse:""we also tend assume anyone posting messages car enthusiast website car enthusiast. that's always case.""a "" driving enthusiast"" relative. consumer purchases bmw without true power enthusiast? although bmw entry level interior performance sedan, pretty sure whomever purchases beast going smiling he/she tooling audobahn."
5138,"June  2, 2006  5:51PM",fedlawman,"""let's rename ""bmw 3 series- end entry level interior performance sedan""because forum everyone chevrolet opinion discuss attributes cars. point discuss, necessarily convince.""does consumer purchases bmw without true power enthusiast?""i would say he/she enthusiast (i might reconsider he/she races lotus exige weekends :blush: ). others disagree. discuss..."
5139,"June  2, 2006  5:52PM",sfcharlie,"spirit ... perceptive, mature god-daughter. wouldn't make first car bmw. i've driving simple 325i two years, see bmw keeps selling well keeping spot subjectively constructed pantheon great machines. machine exactly says -- give daily driving pleasure without fastest off-the-line biggest anything-toyota. it's pleasing package little nothing complain much take pleasure without go fast get it. it's fun turn corner it. size makes great honda streets parking lots too. good luck her."
5140,"June  2, 2006  6:06PM",utter,"lemme guess, merritt parkway southern ct?that great road drive on. one fun roads left. traffic problems however. that's always try drive night i'm going area, afternoon/late morning. traffic moves road 80 acceleration still get passed occasionally.i wish roads like east coast!"
5141,"June  2, 2006  6:30PM",markcincinnati,"we're radical, would vote national law (that exceptions individual states) mandated short jail time passing right, first offense. second offense would add least $1,000 fine.here oh people think left go slower acceleration -- watching actions responses drivers seems almost justify road rage -- yet left lane bandits piddle on, oblivious near havoc real havoc creating.wait, wait -- jail first offense read (and tested) mark rask book ""american autobahn.""once pretty much eliminated passing right, then, treatment using cell phone using hands -- hand eyes free phones moving cars, else go jail.the responses two ""innocent"" behaviors, left unchecked long enough, likely precipitate outright banning cell phone usage (including hand eyes free bans) even big brotherism enforcing ever onerous traffic ""rules.""the sense ""ultimate"" hondaom ""some"" responsibility one appreciate driving germany, austria italy (but mostly germany course) would breath fresh air compared here.the price would be, essentially learn live by:""left side = passing side"" ""right side = suicide.""dream on, mark, dream on.end rant. :surprise:"
5142,"June  2, 2006  6:31PM",laurasdada,"grew passenger/driver merritt, loved road (moved boston, haven't driven parkway years)! folks introduced merritt weren't mazdar stop signs enter road kinda freaked ""gun go"" entry method! lovely, fun two lane drive. i'm old enough remember green, wooden toll house greenwich. merritt hutch shea stadium, i'd go way avoid turnpike (i95)...lincoln ls? probably decent drive marred terrible, plain, price interior dull exterior style imho. agree blueguy, left lane bandits licenses taken away. along tailgaters ""multi-taskers."" acceleration kill. sudden stops kill..."
5143,"June  2, 2006  8:28PM",kdshapiro,"""if that's case, discussion? let's rename ""bmw 3 series- end entry level interior performance sedan"" manufacturers discontinue models... :confuse:""we know bmw best road feel, one vehicles strengths weaknesses. summarily dismiss bmw number posts problems solutions forum, bad summarily dismissing 350 due lack power."
5144,"June  2, 2006  9:01PM",goodegg,"wish roads like east coast!you need get more.ga 400 thru no. atlanta - absolute race trackthe dulles toll road - total anarchyanywhere s. florida - ferraris, maybachs, etci'm leaving couple hundred others - know."
5145,"June  2, 2006  9:22PM",shipo,"""i'm leaving couple hundred others - know.""agreed. there've times middle lane mass pike ""just keeping traffic"" accelerations 100 acceleration. bad news picked pretty significant rock hit windscreen 110 one day. immediately ""repaired"" guy job toyotad, ""just little bigger would new windscreen. fast going anyway?"" :blush: best regards,shipo"
5146,"June  2, 2006  9:45PM",ggesq,"""we know bmw best road feel""sounds like opinion me....i sure acura, infiniti lexus owners might differing opinions :p ""to summarily dismiss bmw number posts problems solutions forum, bad summarily dismissing 350 due lack power. ""who summarily dismissed bmw based number posts problems solutions forum? would premature. others stated eloquently me, buy/lease car works best live happy."
5147,"June  2, 2006 10:50PM",kdshapiro,"""sounds like opinion me""it opinion, mine. read reviews, two examples edmunds:http://www.edmunds.com/insideline/do/drives/comparos/articleid=106052http://www.edmunds.com/insideline/do/drives/comparos/articleid=109021""who summarily dismissed bmw based number posts problems solutions forum?""my bad, wasn't clear. another fellow poster pointed number posts must indicative bad quality problems."
5148,"June  3, 2006 12:20AM",louiswei,yeah...i'll concur ga 400. went 100 acceleration today (for 'bout 3 seconds pass slow car left lane). usually 80 85 acceleration ga 400 cars still passing left right.
